pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2025-12-01	2FWL-SIRGN: A Scalable Structural 2-dimensional Folklore Weisfeiler Lehman Graph Representation Learning Approach Via Structural Graph Partitioning	2021 IEEE International Conference on Big Data (Big Data)	Carpenter, Justin, and Edoardo Serra. "2FWL-SIRGN: A Scalable Structural 2-dimensional Folklore Weisfeiler Lehman Graph Representation Learning Approach Via Structural Graph Partitioning." Proceedings of the 2024 IEEE International Conference on Big Data (Big Data), IEEE, Dec. 2024.	http://jncwinner.github.io/files/IEEE_2FWL-SIRGN_A_Scalable_Structural_2-dimensional_Folklore_Weisfeiler_Lehman_Graph_Representation_Learning_Approach_Via_Structural_Graph_Partitioning.pdf	http://jncwinner.github.io/files/IEEE_2FWL-SIRGN_A_Scalable_Structural_2-dimensional_Folklore_Weisfeiler_Lehman_Graph_Representation_Learning_Approach_Via_Structural_Graph_Partitioning.pdf
